,twitler
6856,
6857,mar
6858,türkiye bağımlılıkla mücadele tbm eğitim programı kapsamında koç üniversitesi öğrencilerinin katılım sağladığı online eğitimimizi gerçekleştirdik değerli katılımcılarımıza teşekkür ederiz
6859,mahmut talha uçar
6860,rızan güçlü
6861,guclurzgr
6862,
6863,mar
6864,
6865,muratzurnaci
6866,şimdi karşı olanlar var tabi bende karşıyım alt yapısı zaten hazırlandı pandemide uzaktan egitim online alısverıs onlıne toplantı bircok sey online yapıldı şimdiki gencler rahatlığı cok seviyor hemen ayak uydururlar yenı sanal dünyaya orta yaslar bir sure dırenırsummer
6867,cerebrum
6868,
6869,mar
6870,vay be sene önce bugün eba zoom üzerinden online derslere geçmiştik saati ekran karşısında vermek harika gerçekten yüzyüze eğitim gibisi yok gerçekten
6871,tügva gebze
6872,tugvagebze
6873,
6874,mar
6875,münazarayarışması lise koordinatörlüğümüzün düzenlelemiş olduğu online eğitim mi yüzyüze eğitim mi konulu münazara yarışmamızı gerçekleştirdik
6876,tügvagebze
6877,tügvalise
6878,instagramcom
6879,tügva gebze tugvagebze instagram photos videosserap dogan
6880,serap
6881,
6882,mar
6883,online eğitim olmaz sanal dünyaya maruz kalan çocuklarımızın yolu çıkmaz yoldureğitimdemetaversehayir
6884,
6885,yalova makine ihtisas osb
6886,yalovamakineosb
6887,
6888,mar
6889,online eğitim serisi kapsamında ayki saygıdeğer konuklarımız anka sürdürülebilir çözümler kurucu ortağı phd özge yılmaz beril şenyurt olacak salı saat düzenlenecek webinarımıza katılımcılarımızı bekliyoruz
6890,kayıt httpsbitlyivdlr
6891,
6892,milamika
6893,milamika
6894,
6895,mar
6896,
6897,kovakaleciydi
6898,
6899,demetcarus
6900,uzaktan eğitim sürecinde kendini yırtan gundem olusturn öğretmenler evde maaş yatıp almak tatlı geldi işlerine geldi seminer online olsun ağladılar demekki uzaktan yada yapay zeka anlatıp geçse yürür iş havuza atılir çoğu iyi olur
6901,ordu valiliği
6902,tcorduvaliligi
6903,
6904,mar
6905,valimiz
6906,tuncaysonel
6907,
6908,tvakfi
6909,mütevelli heyeti başkanı
6910,baykartech
6911,teknoloji lideri
6912,selcuk
6913,ın online katılımlarıyla gerçekleştirilen deneyap teknoloji atölyesinde eğitim almaya hak kazanan geleceğin teknoloji yıldızlarının oryantasyon eğitimi açılış programına katıldı
6914,
6915,ercan altuğ yılmaz gamification master
6916,ercanaltug
6917,
6918,mar
6919,eğitimdemetaversehayir diyenlere inat bir ücretsiz eğitim online okulun açıldığı
6920,sodimertr
6921,metaverse okulunu duyurduk öğretmenlerimiz doğru teknoloji yeni nesle doğru ulaşabilmeli yoksa çağdışı kalacak
6922,gamfedturkiye
6923,drleventeraslan
6924,zeynepaydin
6925,quote tweet
6926,etp istanbul etp
6927,etpistanbul
6928,mar
6929,ali hantal türkiyenin ilk metaverse derneği kuruldu deneyim yaratıcısı olan gençler dünyada önemli yerlere gelecekler gençler harika bir fırsat başladı ercanaltug ahantal devrimdanyal etp
6930,
6931,hasan but wanna online eğitim
6932,obitoxdd
6933,
6934,mar
6935,
6936,suidiwa
6937,gel girelim
6938,fulbright türkiye
6939,fulbrightturkey
6940,
6941,mar
6942,abdde eğitim hayali kuran yaş grubu arasında yer alan bir öğrenci misiniz yanıtınız evetse educationusa academy connects sizin uygun olabilir
6943,stjohnsu
6944,ev sahipliğinde gerçekleşecek haftalık online program hakkında bilgi
6945,stjohnsedu
6946,educationusa academy academy connects
6947,timucin tohumcu
6948,timucinth
6949,
6950,mar
6951,
6952,gokturk_poyraz
6953,
6954,demetcarus
6955,plandemi online eğitim olsun tag açmışlardı esnaf kısıtlamalar kalksın inim inim inlerken maaşlarını alırken ses çıkarmıyorlardı sonunda ucu kendilerine dokununca akılları başlarına geldi
6956,timucin tohumcu
6957,timucinth
6958,
6959,mar
6960,
6961,lilith
6962,
6963,erkantrukten
6964,metaverse üzerine yapılan yoruma yapılan bir cevaptı demek istediğim pandemi döneminde esnaf kısıtlamalar kalksın kendini yırtarken öğretmenler online eğitim olsun tag açıyordu şimdide öğretmenlik bitecek isyan edenlere seslendim öğretmenlik isteseydim okurdumpsikolog önerisi
6965,psikologonerisi
6966,
6967,mar
6968,eğitim süpervizyonlarla devam edecek böylece verimi artıracağız artık ruh sağlığı alanında ihtiyacı olan danışanlara ulaşımı online olarak sağlayacağız umarım hepimiz iyi olacak güzel haberi sizlere vermek istedim
6969,ladin su perisi
6970,trolololadin
6971,
6972,mar
6973,
6974,sfmrt
6975,quasimodooo
6976,
6977,zkusagiz
6978,son model telefon demenden bile gerici olduğun anlaşılıyor telefon lüks değil ihtiyaç sene pandemi olduğunda çocuklar eğitimleri son model sandığın telefonla sayesinde online eğitim aldı bi ürünün pahalı yapması onu lüks yapmıyor ülkenin berbat ekonimisini gösteriyor
6979,
6980,mamak gençlik merkezi
6981,gsb_mamakgm
6982,
6983,mar
6984,merkezimizinde dahil olduğu ilde eşzamanlı olarak başlatılan deneyap oryantasyon eğitim programı ilk dersinin açılışına sayın selçuk bayraktar online olarak katıldı
6985,ilk ders heyecanımıza sayın daire başkanımız tarık karkınçam değerli il müdürümüz mustafa çelikte katıldı
6986,dr mehmet kasapoğlu others
6987,malcolm x
6988,mrymays
6989,
6990,mar
6991,online eğitim öğrencilere pek faydası olmadı maalesef alt yapımız yok metaversin etkisiz olacağını düşünüyorum eğitimdemetaversehayir
6992,
6993,dilan demir
6994,dilanndemir
6995,
6996,mar
6997,online eğitim verimliymiş
6998,
6999,pati
7000,fenicefelice
7001,
7002,mar
7003,
7004,fenicefelice
7005,
7006,numuque
7007,duyar imkani sunmayacaksa simsiki sarildiklari moda cogunluga ait gorusle celisiyorsa azinlik haklari zerre umurlarinda degil misal otizmli cocuk x okuluna alinmadi kampanyasi duyar imkani sunsun kosar online egitim savunurken aklina gelmez tum otizmli cocuklar
7008,
7009,pati
7010,fenicefelice
7011,
7012,mar
7013,
7014,fenicefelice
7015,
7016,numuque
7017,hadi ideal bir dunyada yasayalim herkesin odasi herkesin bilgisayari olsun onda bile online konsantre olamayacak cocuk vardir egitim sartlari mumkun oldugunca esitlemek olmalidir yuzden blended yontemler benimsenir herkesin sansi olsun kafalarinda yok
7018,
7019,online eğitim destekçisi
7020,onlinedestek
7021,
7022,mar
7023,
7024,kadircetincali
7025,takipten çıkmanın zamanı gelmişmahmut seh
7026,mahmutseh
7027,
7028,mar
7029,
7030,selcoin
7031,online eğitim bile yürütelemedi
7032,olmadı altyapı bilgi donanım vs olmadi
7033,bilmediği şeyi kullanamazlar bilmiyorlar
7034,zoomda oda açamayan öğretmen odaya katılamayan çocuk odadaki eğitimi izletemeyen internet hızı
7035,bir ton sebep
7036,keşke olsa üzgünüm olamayacağı aşikar
7037,neo
7038,bltanbul
7039,
7040,mar
7041,
7042,babaninoglu
7043,santanareturn
7044,
7045,taksimturu
7046,onlar bizi fişlemiştir yüz yüze eğitim olsun diyen bizim aşısızları ilk olarak işten atarlar maskeli aşılı online destekçileri kalır limon satarım yine gözlüğü takmam
7047,
7048,gökhan dönmez
7049,gokhan
7050,
7051,mar
7052,online eğitim tecrübesinden sonra metavers gelecek denmesi tecrübelerden ders alamıyoruz demek olsa eğitimdemetaversehayir
7053,florya final okulu
7054,floryafinal
7055,
7056,mar
7057,semep eğitim öğretim yılında okulun katılımı online olarak gerçekleşti öğrencilerimiz efe uğurlu zeynep karakoç ada altepe duru ağraz ayşe nizam mine ceylin buran hazırladıkları proje afişlerini ingilizce türkçe olarak sundular semep
7058,
7059,viewsyesnt hilal
7060,hilalalism
7061,
7062,mar
7063,
7064,vardirbirbildig
7065,rosaty
7066,others
7067,yksye girmişsin muhtemelen dönemlerinin çoğu pandemiye denk geldi online eğitim gördün ciddiye almaman normal geldi
7068,
7069,aze
7070,raselfas
7071,
7072,mar
7073,
7074,zelihakeskiner
7075,
7076,aliosmanonder
7077,gitsin online eğitim işteceronimo
7078,palyacouzayli
7079,
7080,mar
7081,yaklaşık haftadır baya bilinen bir firmadan ders alıyorum online eğitim düşünebilirsiniz zamana kadar yaklaşık kişi girdi derslere bunlardan sadece bir tanesi kadındı şimdi bana kadın istihdamı arttırıyoruz demeyin yaa
7082,ünitercih
7083,unitercih
7084,
7085,mar
7086,mart online üniversite tanıtım fuarını kaçırmayın
7087,
7088,türkiye kktc genelinden birçok devlet vakıf üniversitesinin katılım göstereceği fuar süresince eğitim akademisyenler tarafından seminerler onur yar üniversite öğrencilerinin üniversite bölüm tanıtım canlı
7089,
7090,
7091,show this threadpffff
7092,tahaefe
7093,
7094,mar
7095,
7096,fiasafiruzgar
7097,evde ders çalışmak zor olmuyor online eğitim döneminde çalışmakta zorlanmıştım ben deneyi sağladın
7098,
7099,florya final okulu
7100,floryafinal
7101,
7102,mar
7103,semep eğitim öğretim yılında okulun katılımı online olarak gerçekleşti öğrencilerimiz efe uğurlu zeynep karakoç ada altepe duru ağraz ayşe nizam mine ceylin buran hazırladıkları proje afişlerini ingilizce türkçe olarak sundular
7104,semep
7105,
7106,views
7107,ralemob
7108,yuksel
7109,
7110,mar
7111,online eğitim yaptınız çocuğumun gözleri bozuldu yeter artık eğitimdemetaversehayir
7112,
7113,uzmdrbeyhan berova
7114,berovadr
7115,
7116,mar
7117,pandeminin bana kazandırdığı önemli online eğitimler kongreler oldu an antalyada kongre yüz yüze online hocalar kahve molasına girince ben kıbrısta kahve yaptım egitim kktc
7118,soru pandeminin sizin açınızdan olumlu yanı oldu
7119,
7120,
7121,berk who love order progress
7122,pozitivistturan
7123,
7124,mar
7125,online eğitim yaygınlaşıp ünide seneden fazla kalan dersleri online alıp sadece yüz yüze sınava gitmeli sistem ekonomi dinamizm kazanır
7126,
7127,show this threadaydan yavuz egt
7128,aydanacaryavuz
7129,
7130,mar
7131,keşke eğitimokul sadece derslerden ibaret olsaydı eğitim sadece değil online eğitim dönemi herkes farklı bir yönden travma oldu etp
7132,
7133,onlinesınavistiyoruz
7134,esraflawless
7135,
7136,mar
7137,son çare buraya yazıyorum ben sinop ayancık meslek yüksek okulu sınıf öğrencisiyim dönem okul sel bastığı arkadaşımıza sadece benim bölümden diğerlerini bilmiyorum yurt çıkmadığı pansiyonlarda dolu olduğu
7138,uzaktan eğitim sınavlara online girilmesi
7139,
7140,show this threadsevilaynurcatal
7141,sevilaynurcatal
7142,
7143,mar
7144,
7145,sevilaynurcatal
7146,
7147,demetcarus
7148,online eğitim zamanı hocalar kendini kaybettisosyal medyadan türlü düşüncenize şahit olduksaygı sevgi karşılıklıdır gözümüzde büyük kutsaldınızaptal insan yoktur öğretmen asla idam hükmü vermemeli mesleği icabı yöntem değiştirebilirsizden adam olmaz dememeli
7149,zügürt ağa
7150,zgrtaa
7151,
7152,mar
7153,
7154,osmanunsal
7155,iki üç ay önce
7156,eğitim yüz yüze olmalı online eğitim olmaz
7157,diyenler aynı kişilerdiişim gücüm geleceğim
7158,tusiad_igg
7159,
7160,mar
7161,hala yapay zeka eğitimine başlamadın
7162,
7163,tüsiad işim gücüm geleceğim online eğitim platformuna kayıt ol eğitimlerini tamamladilek
7164,umrmsn
7165,
7166,mar
7167,şimdi ben anlatmadım bilmezsiniz geçen sene bir sene boyunca eğitim öğretim yaptık online
7168,
7169,tane sınıf öğrencisi vardı lgs sınavına hazırladık
7170,
7171,bunların tanesi fen lisesi kazandı tanesi anadolu lisesi kazandı
7172,
7173,ben gerek duymamıştım bunu yazmaya
7174,
7175,
7176,istar araştırma eğitim danışmanlık
7177,istararastirma
7178,
7179,mar
7180,seminer ücreti tl
7181,tarih mayıs cuma
7182,etkinlik yeri online
7183,
7184,istararaştırma istarakademi müminsekman başarısemineri
7185,show this threadçpelin
7186,caglapelin
7187,
7188,mar
7189,
7190,erkantrukten
7191,öğretim başka eğitim bambaşkadır eğitim yüzyüze gözgöze olur öğrenciyle sürekli temas halinde olmalıdır sarılarak dokunarak başını okşayarak çocuk sevildiğini hissetmelidir işin sanali olmaz online i olmaz metaverse ü olmaz
7192,eğitimdemetaversehayir
7193,zügürt ağa
7194,zgrtaa
7195,
7196,mar
7197,
7198,ogrencicamiasi
7199,kimse unutmayın lafları
7200,eğitim yüz yüze olmali
7201,diyerek okulları açtılar
7202,milyonlarca öğrenci aylarca tag açarak online istedi eğitim yüz yüze kmsli diyerek zorla asi yaptırdilar aşılamak ucin tuzak yaptılar okulları şimdi metaverse ucin tuzak yapacaklar
7203,
7204,zügürt ağa
7205,zgrtaa
7206,
7207,mar
7208,
7209,ogrencicamiasi
7210,hani online tarih olmuştu hani eğitim yüz yüze olmalı diyenler oldu şimdi unutmadı kimse lafları
7211,zügürt ağa
7212,zgrtaa
7213,
7214,mar
7215,
7216,erkantrukten
7217,eğitim yüz yüze olmalı dediler okulları açarak zorla aşı yaptırdilar hocalara öğrencilere online olmayacak eğitim yüz yüze olmazsa olmaz dediler şimdi oldu hani eğitim online kötüydü hani online tarih olmuştu hani eğitim yüz yüze olmalıydı
7218,
7219,zügürt ağa
7220,zgrtaa
7221,
7222,mar
7223,
7224,erkantrukten
7225,herkesin söylemesi gereken şeyi unutmayın kimse online eğitim olmaz eğitim yüz yüze olacak okulları açtılar tekrar milyonlarca öğrenci özellikle maddi manevi sebeplerle cogu aylardır tag açtı burada online istiyoruz eğitim yüz yüze olmalı dedilerdestek online eğitim
7226,subu_vekil
7227,
7228,mar
7229,
7230,harunmuslu
7231,seninde gsden kasitigin primle paraları karilarla yedigini biliyoz
7232,online eğitim
7233,onlineegitimci
7234,
7235,mar
7236,
7237,unsalim
7238,ibb öğrenci akbiline zam yaparsa başvurular azalabilir trajikomik hüseyin yılmaz
7239,hsynyilmaz
7240,
7241,mar
7242,kor ona kor sana nın
7243,gripten farksız olduğunu kabul ettiler
7244,zaman
7245,yıl online eğitim yapıldı
7246,metaverse içinmi
7247,
7248,diyelimkiöğrenciler evlerinden gözlüklerle metaversede
7249,okullara
7250,öğretmenlere
7251,yetkililere gerek yok
7252,goyyimlerin sadece gençleri gerekli
7253,diğerleri
7254,
7255,
7256,zeh
7257,zehrology
7258,
7259,mar
7260,bugun iki tane idam fermanim var sag cikamazsam lutfen online egitim
7261,hüseyin ay
7262,yolcuyum_
7263,
7264,mar
7265,okul kendini tavsiye etmiyor öğrenci kendi seçim hakkını kullanıyor kendine yeni değer alanı buluyor kendini ifade edebilme adına kendine sunulan imkanı kullanıyorbu dönüşümün ikinci basamağı basamağı online eğitim alternatif öğrenme alanı şimdi
7266,quote tweet
7267,muhammet yılmaz
7268,muhammet_yilmaz
7269,mar
7270,okul kendini tasfiye mi ediyor
7271,ösymnin bugün açıkladığı rakamlara göre yksye başvuran milyon bin adaydan bini açık öğretim lisesi mezunu
7272,rakamlar vatandaşın eğitimden ümidini kesmekte olduğunu okulun tasfiye sürecinin hızlandığını gösterirkaya ölmez
7273,kayaolmez
7274,
7275,mar
7276,
7277,ebul_hakem
7278,
7279,yorukoglu_hulya
7280,yakında online danışmatedavi yapıp sigorta devletten ücret talep edecekler zaman uzaktan eğitim olmaz tedavi olabilir demek durumunda kalacaklar
7281,not kendim bir yakınım psikoloji eğitimi alacak yaşta heveste değil
7282,hüseyin y
7283,hsynmatematik
7284,
7285,mar
7286,online eğitim neler olduğunu gördük metaverse düşünmeyen sormayan fikri olmayan kolay yönetilebilen çocuklar yetiştiririz artık eğitimdemetaversehayirutku
7287,utku
7288,
7289,mar
7290,online eğitim zamanı on sene geçmiş
7291,mehmet jk
7292,blackeagle_
7293,
7294,mar
7295,
7296,blackeagle_
7297,
7298,misvakcaps
7299,polatlımamakgölbaşıçubukakyurt içme suyu hattı
7300,çubuk barajı
7301,ağustos zafer parkıgazi park
7302,batikent rekreasyon alanı hayvanat bahçesi ad vizyon park onlarca semt parkı
7303,online eğitim nedeniyle mağdur olan köy cocuklarina bedava internet
7304,
7305,
7306,biya
7307,biya
7308,
7309,mar
7310,
7311,biya
7312,
7313,lkgl
7314,devletin önlem olarak aldığı bir kararı öğretmeni suçlar davranmak cahilce olmuş online eğitim zorluğundan bir öğretmen emekli oldu
7315,
7316,maharatschi
7317,maharatschi
7318,
7319,mar
7320,
7321,tuncsatiroglu
7322,slm abim sizi yeni kesfettim abone oldum video paylasimlarinizi takip ediyorum ben evimde kendi kendime ons altin grafik analizi ögrenmek istiyorum nasil bir yol izlememi önerirsiniz kitap online egitim olabilir cevap simdiden tesekkur ederim
7323,samet değirmencioğlu
7324,sametdrmncglu
7325,
7326,mar
7327,
7328,ayla
7329,zelihakeskiner
7330,
7331,aliosmanonder
7332,veliler bağırıyorlardı corona var çocukları göndermek istemiyoruz kıt aklınla vardığın sonuç öğretmenin işten kaytarması oldu öğretmen evden zor olan eğitimi vermeye devam etti online eğitim yan gelip yatmadı bilmediğin konularda yorum yapmayacaksın
7333,
7334,hacer toramanoğlu
7335,hacertoramanol
7336,
7337,mar
7338,
7339,efsunelif
7340,
7341,gokturk_poyraz
7342,okulumdaki bütün meslektaşlarım online eğitim günlerinden kurtulduğu memnun yalnız okuldaki tek aşısız öğretmen benim bir arkadaş aşı baskısı bir doz biyontek sıvısı oldu ikinciyi olmadı diğer arkadaşlar iki üç doz biyontek sıvılı
7343,
7344,menekşe
7345,evergreennnnnn
7346,
7347,mar
7348,
7349,tcmeb
7350,
7351,rterdogan
7352,eğitim sadece yüzyüze olur online sanal metaverse den eğitim olmazmetaverse yerine gerçek dünyayı güzelleştirmek uğraşalımçocukların metaversee değildoğada koşup oynamaya ihtiyaçları varteknoloji bilim sorgulanmalıdırgerçek mutlu hayat tek ihtiyacımız olantgci
7353,garipreklamci
7354,
7355,mar
7356,salı günü online eğitim heyecanlı yükleniyornurdan
7357,bitcoin
7358,
7359,mar
7360,
7361,maviturkk
7362,zaten online eğitim çocukları bağımlı oldu bilgisayar dan koparamiyoruz
7363,efsun
7364,efsunelif
7365,
7366,mar
7367,
7368,hacertoramanol
7369,
7370,gokturk_poyraz
7371,öleceğiz online eğitim istiyoruz taglerine destek verdi ben bilmiyorum açıkçası çoğunluk memnun değildi online derslerden
7372,ölmekten korkan denyolar azınlıktaydı
7373,
7374,buket akbaş
7375,buketakbas
7376,
7377,mar
7378,
7379,demetcarus
7380,online eğitim güzellemesi yapanlar sanmıyorumçok büyük oranda destekleyecekler
7381,bahar köroğlu
7382,baharkrolu
7383,
7384,mar
7385,
7386,aliosmanonder
7387,online ders yüzünden çocukların psikolojilerini bozdular iyi bir eğitim sistemi varmış metaversemiz eksikti
7388,eğitimmetaverseyehayır
7389,
7390,anıl fatih
7391,anilfatihatag
7392,
7393,mar
7394,eğitim sistemi öğretmen yetersizliği ataması online eğitimden alınan verim işsiz milyonlarca mezunlar pahalılık herşey ortada iken hala bunu savunmak bi aklın işidir eğitimdemetaversehayiremin okan okyay uzm psikolojik danışman
7395,eminokanokyay
7396,
7397,mar
7398,genel merkez zoom online eğitim
7399,paradiselost
7400,paradiselostmu
7401,
7402,mar
7403,merak ediyorum tag a kaç tane online eğitim haykıran öğretmen yazıyor
7404,eğitimdemetaversehayir
7405,
7406,
7407,miraç
7408,dilaraumit
7409,
7410,mar
7411,milli eğitim bakanı mahmut özer eğitimde metaverse dönemi geliyor demiş esefle kınıyorum online eğitimle mahvedilen çocuklarımızın geleceğini at gözlüklerine teslim etmekle neslimize büyük kötülüğü yapmış olacaklar
7412,eğitimdemetaversehayır
7413,hayaldihayal
7414,hayaldihayal
7415,
7416,mar
7417,
7418,ntv
7419,uzaaaklardan eğitim işte onlinearda
7420,ardagezginerler
7421,
7422,mar
7423,
7424,zetlorento
7425,
7426,alihocaburada
7427,merhaba online eğitim kayıt oluşturdum halen mail geri dönüş alamadım ilgilenebilirsiniz mutlu olurum faydalı eğitimden yararlanmak istiyorum
7428,
7429,berna biçer basan
7430,bernabasan
7431,
7432,mar
7433,
7434,ozgetheteacher
7435,tek derdinin online eğitim olmadığı belliydi komple uçmuş
7436,
7437,istatistik analizler
7438,ianalizler
7439,
7440,mar
7441,yazabilecek seviyeye gelecekler sertifika konusu net değil muhtemelen sertifika verilecek eğitim sonrasında gün gün saat olacak şekilde online hafta sonu ramazan bayramından sonraya planlamayı düşünüyorum
7442,
7443,
7444,
7445,show this threadmantıklı
7446,mntlkll
7447,
7448,mar
7449,plandemi sadeceacaba olur muplan tutar mıçalışmasıydı tuttuokul kötüokulda virüs tehlikesi var çocukları eve tıkıp online eğitim rezilliğini denedilerbu çocukları sanal hayatapcye bağlamak bir tuzak metaverse çöplüğüne ön hazırlıktı
7450,quote tweet
7451,adonis
7452,adonis
7453,mar
7454,elon musk dünyada ilk olacak projeleri türkiyede yapacağız pilot ülke dedikten sonra neler yaşandı
7455,doktora şiddet haberleri servis arttı
7456,doktorun vatandaşa şiddet servis haberleri arttı
7457,öğretmenin öğrencisine şiddet servis haberleri arttı
7458,eğitimdemetaversehayır
7459,show this thread
7460,ankebut
7461,gahubigah
7462,
7463,mar
7464,
7465,erkantrukten
7466,online eğitim koca bir yalandır süreçte denendi iyi şekilde test edildi yüzden dediğinizin toplumda hiçbir karşılığı yok metaverse denilen yapı uzaktan egitimin bir aparatısahada karşılığı yok sadece korku dağlarını boş yere büyütüyorsunuz
7467,
7468,malatya uluslararası büyük uyanış derneği
7469,uyanismalatya
7470,
7471,mar
7472,salgınla sağlık adı altında yapılan dayatmalar virüsü izole etmek değil sizleri hayattan izole etmek içindi salgın aşamasında online eğitimevden çalışmaalışverişle dijitale alıştırarak sizleri köleliğe alıştırmaktı nitekim çoğu sınıfta kaldı
7473,eğitimdemetaversehayir
7474,minimalistkz
7475,_sevvaloji
7476,
7477,mar
7478,online eğitim iş alışveriş adım adım normalleştirilip günümüzün vazgeçilmezi oldurulduysa metaverse düşünülen budur
7479,
7480,tek fark giriş kolay çıkış zor
7481,eğitimdemetaversehayır
7482,
7483,metin
7484,metin
7485,
7486,mar
7487,
7488,cemsitnga
7489,uzaktan eğitim isteyen öğretmenlere kadarda söyledik online eğitim vatana ihanettir online eğitim isteyen öğretmenleri şimdi bumerang kendilerini vuracak onları işsiz bırakacak
7490,
7491,bora kaşmer
7492,coderbora
7493,
7494,mar
7495,işte son model yeni canavar üyemiz hafta bol bol eğitim amaçlı kod yazıp geleneksel karşılama törenimizi tamamladık biraz yorulduk değdiği önümüzdeki ay ben şirketin diğer değerli arkadaşları eğitim vermeye devam edeceğiz
7496,vbtyazilim
7497,
7498,
7499,notsi online
7500,
7501,
7502,osman akyol
7503,osmanak
7504,
7505,mar
7506,
7507,aliosmanonder
7508,online eğitim depreminden sonra denendi pandemi kısa sürede eba olması hazırlık sonucu metaverse alt yapısı hazır aslındadeniz slck
7509,evvalseluk
7510,
7511,mar
7512,yıldır online eğitim diyenlere yapmayın etmeyin işin sonunda işsiz kalacaksın dedik gomplo dediler eee hadi kolay gelsin eğitimdemetaversehayır
7513,online eğitim
7514,onlineegitimci
7515,
7516,mar
7517,
7518,burakakkul
7519,online eğitim
7520,onlineegitimci
7521,
7522,mar
7523,
7524,zedenaya
7525,sturan
7526,
7527,tcmeb
7528,ülke bilimsel çöl olsun devlet okullarında dersini öğrenen kaç öğrenci var herkes cahil kalsın mi uğraşıyorsunuzharun küçükkeskin
7529,harunkucukkeski
7530,
7531,mar
7532,online eğitim nene sıkıntılar yaşadık olmadı eğitim dimi bunu iyi öğretmenler bilir şimdi sen çocukları ev ortamında eğitecen dimi sen eğitimsiz bırakmaya çalışıyorum kaliteyi bitiriyorum demiyorsun eğitimdemetaversehayır
7533,
7534,lodos
7535,kopkoyu__mor
7536,
7537,mar
7538,
7539,maskelerindi
7540,pandemideki online eğitim bunun antremaniydi
7541,online eğitim
7542,onlineegitimci
7543,
7544,mar
7545,
7546,maviadam
7547,
7548,sturan
7549,akıllı çocuk
7550,kayseri egitim gücü sen
7551,gucu_sen
7552,
7553,mar
7554,aileye katılmak online üyelik başvurusunda bulunabilirsiniz
7555,
7556,httpsuyeegitimgucusenorgtr_uysbssendikaaspx
7557,
7558,show this threadekshe
7559,ekihandan
7560,
7561,mar
7562,
7563,aliosmanonder
7564,online eğitim ön çalışma alıştırma yaptılar şimdi vites arttırarak giderler
7565,
7566,zeynep abla
7567,ablacim
7568,
7569,mar
7570,çocuklara at gözlüğü takıp özgür düşünce hür irade mantık yürütme yaşamsal değerler kazandıramadıktan sonra okula gitmelerinin hiçbir anlamı yok metverse varsa çocuklar yok online eğitim kepazeliğinin acısını hâlâ çekerken eğitimdemetaversehayir
7571,
7572,yurdagül
7573,yurdagulatilmi
7574,
7575,mar
7576,salgın bahanesiyle online eğitim bilgisayar başında evlere hapsettiniz çocukların özgürlüklerini kısıtladınızşimdi beyinleri hapsetmeye çalışıyorsunuz eğitimdemetaversehayirelis
7577,elifaydin_
7578,
7579,mar
7580,odada serdar ortaç açıp oynadığım online derse geç kaldım bizzat kendi verdiğim derse uzaktan eğitim yasaklansınsanane
7581,mavibarbunya
7582,
7583,mar
7584,online eğitimin başarısızlığını metaversde eğitim projenizle örtbas edemezsiniz eğitimdemetaversehayırapril oneil
7585,my__nisan
7586,
7587,mar
7588,
7589,niiisan
7590,
7591,aliosmanonder
7592,ogrenciler evinde metaversesanal dunya gözlüğünü takacak hologrami sınıfta ders görecek kendisi evde olacak online egitim bir
7593,
7594,
7595,hilal
7596,madammariecurie
7597,
7598,mar
7599,bir online bir hizmet içi eğitim kursuna talip olmayacağım diyorum sonra unutup buluyorum bir kurs bitmeyen unity kursu yapmışlar
7600,mehmet jk
7601,blackeagle_
7602,
7603,mar
7604,
7605,blackeagle_
7606,
7607,gurler_rustu
7608,polatlımamakgölbaşıçubukakyurt içme suyu hattı
7609,çubuk barajı
7610,ağustos zafer parkıgazi park
7611,batikent rekreasyon alanı hayvanat bahçesi ad vizyon park onlarca semt parkı
7612,online eğitim nedeniyle mağdur olan köy cocuklarina bedava internet
7613,g ö z d e g
7614,gzde
7615,
7616,mar
7617,
7618,cryptosarelf
7619,hocam mekaniniz hayırlı olsun su eğitim isini online yapmayı düşünsenizveya video olarak falan
7620,
7621,eylül
7622,eyll
7623,
7624,mar
7625,lise çağındaki kızımın başında yaralar çıkmıştı online eğitim varken yapsak geçmedi ben işe gidiyordum tek başına evde depresyona girmişti zaman okullar açılıp evden çıkıarak okula gidip sosyalleştiğinde iyileşti
7626,eğitimdemetaversehayir
7627,
7628,
7629,mankurt hunter
7630,subutaykartal
7631,
7632,mar
7633,
7634,subutaykartal
7635,cpediatrist
7636,
7637,eylemakoz
7638,bunun yanında online eğitim kaat ettiğim internet üzerinden verilen eğitimdir videoya yapılan yorum söylemlerimi özetliyorizlenme sayısı binbu tip videolara sınavlara hazırlanan ınsanların genel yorumu şekildemustafa yağcıtürev nedir
7639,online eğitim haktır
7640,onlineegitimhak
7641,
7642,mar
7643,
7644,khalilovagulsum
7645,herkesesalgın inkarcısı
7646,salgninkarcisi
7647,
7648,mar
7649,yıldır evde online eğitim alışveriş evden çalışma derken metaverse nakitsiz toplum vs şeylere alıştırdılar bunlarlada oyalanırken ülkede mal mülk varsa almışlar bize yatacak yer bırakmayacaklar
7650,eğitimdemetaversehayır
7651,
7652,meral
7653,meralysm
7654,
7655,mar
7656,ckısıtlamalarmaske online eğitimaşılarekonomi metaverse veee büyük sıfırlamaya hızla denek olarak size kurban etmediğimiz çocuklarımızı metaverse mi alacaksınız hadi ordan
7657,eğitimdemetaversehayir
7658,
7659,dytayşe
7660,_diyetisyen_
7661,
7662,mar
7663,çocuklar eğitim hayatları sizin yap boz oyununuz değildir
7664,yıl online eğitim maskeye mahkum ettiniz hayatlarını çalmanıza izin vermeyeceğiz eğitimdemetaversehayır
7665,
7666,s
7667,iamshipperrr
7668,
7669,mar
7670,vizelere kaldığına göre online eğitim istek değil ihtiyaç
7671,odinin gözü
7672,odiningozu
7673,
7674,mar
